eval_id,claim,true_label,source_type
2804,Exercise helps maintain cardiovascular health,reliable,forum
2805,Vaccination reduces risk of infectious diseases,reliable,youtube
2806,Exercise helps maintain cardiovascular health,reliable,tiktok
2807,Certain herbal remedies may reduce stress,uncertain,health_journal
2808,green tea cures all diseases,myth,forum
2809,Drinking only juice detoxes the body completely,myth,blog
2810,Exercise helps maintain cardiovascular health,reliable,medical_source
2811,Certain herbal remedies may reduce stress,uncertain,forum
2812,Intermittent fasting may improve some health markers,uncertain,blog
2813,Green tea might support metabolism,uncertain,tiktok
2814,Exercise helps maintain cardiovascular health,reliable,medical_source
2815,Green tea might support metabolism,uncertain,youtube
2816,Vaccination reduces risk of infectious diseases,reliable,health_journal
2817,Exercise helps maintain cardiovascular health,reliable,forum
2818,garlic could help with digestion,uncertain,youtube
2819,Eating fruits and vegetables supports immunity,reliable,youtube
2820,honey could help with digestion,uncertain,blog
2821,Intermittent fasting may improve some health markers,uncertain,social_media
2822,Exercise helps maintain cardiovascular health,reliable,blog
2823,Green tea might support metabolism,uncertain,blog
2824,apple cider vinegar cures all diseases,myth,blog
2825,Certain herbal remedies may reduce stress,uncertain,social_media
2826,Vaccines permanently weaken the immune system,myth,social_media
2827,Doctors hide natural cures from patients,myth,social_media
2828,Eating fruits and vegetables supports immunity,reliable,tiktok
2829,Drinking only juice detoxes the body completely,myth,medical_source
2830,apple cider vinegar instantly lowers blood sugar,myth,medical_source
2831,Washing hands reduces spread of bacteria and viruses,reliable,blog
2832,Regular sleep supports brain function,reliable,forum
2833,Doctors hide natural cures from patients,myth,social_media
2834,honey cures all diseases,myth,health_journal
2835,garlic could help with digestion,uncertain,blog
2836,lemon water may help improve concentration,uncertain,youtube
2837,Vaccination reduces risk of infectious diseases,reliable,health_journal
2838,Exercise helps maintain cardiovascular health,reliable,health_journal
2839,ginger tea may help improve concentration,uncertain,youtube
2840,Vaccines permanently weaken the immune system,myth,forum
2841,turmeric instantly lowers blood sugar,myth,medical_source
2842,garlic cures all diseases,myth,medical_source
2843,Doctors hide natural cures from patients,myth,medical_source
2844,Doctors hide natural cures from patients,myth,blog
2845,Certain herbal remedies may reduce stress,uncertain,medical_source
2846,Intermittent fasting may improve some health markers,uncertain,social_media
2847,green tea cures all diseases,myth,tiktok
2848,Drinking only juice detoxes the body completely,myth,social_media
2849,honey instantly lowers blood sugar,myth,forum
2850,green tea instantly lowers blood sugar,myth,blog
2851,Eating fruits and vegetables supports immunity,reliable,forum
2852,Vaccines permanently weaken the immune system,myth,blog
2853,honey instantly lowers blood sugar,myth,medical_source
2854,green tea could help with digestion,uncertain,medical_source
2855,green tea cures all diseases,myth,social_media
2856,turmeric may help improve concentration,uncertain,youtube
2857,Certain herbal remedies may reduce stress,uncertain,youtube
2858,Doctors hide natural cures from patients,myth,social_media
2859,Intermittent fasting may improve some health markers,uncertain,forum
2860,turmeric instantly lowers blood sugar,myth,social_media
2861,turmeric could help with digestion,uncertain,social_media
2862,apple cider vinegar cures all diseases,myth,health_journal
2863,Doctors hide natural cures from patients,myth,blog
2864,green tea cures all diseases,myth,social_media
2865,Intermittent fasting may improve some health markers,uncertain,social_media
2866,Doctors hide natural cures from patients,myth,tiktok
2867,Exercise helps maintain cardiovascular health,reliable,social_media
2868,Eating fruits and vegetables supports immunity,reliable,blog
2869,lemon water cures all diseases,myth,forum
2870,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
2871,Vaccines permanently weaken the immune system,myth,social_media
2872,Exercise helps maintain cardiovascular health,reliable,forum
2873,Eating fruits and vegetables supports immunity,reliable,medical_source
2874,Regular sleep supports brain function,reliable,forum
2875,Vaccination reduces risk of infectious diseases,reliable,forum
2876,Drinking only juice detoxes the body completely,myth,youtube
2877,ginger tea instantly lowers blood sugar,myth,forum
2878,Vaccines permanently weaken the immune system,myth,medical_source
2879,Certain herbal remedies may reduce stress,uncertain,health_journal
2880,ginger tea could help with digestion,uncertain,medical_source
2881,Drinking only juice detoxes the body completely,myth,medical_source
2882,Vaccines permanently weaken the immune system,myth,youtube
2883,Regular sleep supports brain function,reliable,social_media
2884,Certain herbal remedies may reduce stress,uncertain,youtube
2885,Vaccination reduces risk of infectious diseases,reliable,forum
2886,Drinking only juice detoxes the body completely,myth,health_journal
2887,Exercise helps maintain cardiovascular health,reliable,forum
2888,Intermittent fasting may improve some health markers,uncertain,tiktok
2889,Regular sleep supports brain function,reliable,medical_source
2890,Vaccination reduces risk of infectious diseases,reliable,health_journal
2891,Exercise helps maintain cardiovascular health,reliable,blog
2892,Vaccination reduces risk of infectious diseases,reliable,blog
2893,Drinking only juice detoxes the body completely,myth,health_journal
2894,garlic cures all diseases,myth,forum
2895,Intermittent fasting may improve some health markers,uncertain,blog
2896,Exercise helps maintain cardiovascular health,reliable,social_media
2897,Exercise helps maintain cardiovascular health,reliable,health_journal
2898,Vaccination reduces risk of infectious diseases,reliable,social_media
2899,Doctors hide natural cures from patients,myth,tiktok
2900,Drinking only juice detoxes the body completely,myth,blog
2901,Doctors hide natural cures from patients,myth,social_media
2902,Drinking only juice detoxes the body completely,myth,health_journal
2903,Doctors hide natural cures from patients,myth,blog
2904,apple cider vinegar instantly lowers blood sugar,myth,tiktok
2905,Eating fruits and vegetables supports immunity,reliable,medical_source
2906,honey could help with digestion,uncertain,social_media
2907,ginger tea instantly lowers blood sugar,myth,social_media
2908,Vaccines permanently weaken the immune system,myth,youtube
2909,turmeric may help improve concentration,uncertain,blog
2910,Doctors hide natural cures from patients,myth,blog
2911,ginger tea may help improve concentration,uncertain,blog
2912,Green tea might support metabolism,uncertain,youtube
2913,turmeric may help improve concentration,uncertain,social_media
2914,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
2915,honey may help improve concentration,uncertain,medical_source
2916,Doctors hide natural cures from patients,myth,social_media
2917,Certain herbal remedies may reduce stress,uncertain,tiktok
2918,Vaccination reduces risk of infectious diseases,reliable,social_media
2919,Doctors hide natural cures from patients,myth,youtube
2920,honey may help improve concentration,uncertain,blog
2921,Drinking only juice detoxes the body completely,myth,tiktok
2922,Eating fruits and vegetables supports immunity,reliable,forum
2923,turmeric instantly lowers blood sugar,myth,social_media
2924,Regular sleep supports brain function,reliable,forum
2925,garlic may help improve concentration,uncertain,tiktok
2926,Doctors hide natural cures from patients,myth,forum
2927,Vaccination reduces risk of infectious diseases,reliable,health_journal
2928,Intermittent fasting may improve some health markers,uncertain,forum
2929,Drinking only juice detoxes the body completely,myth,youtube
2930,Vaccines permanently weaken the immune system,myth,tiktok
2931,turmeric could help with digestion,uncertain,health_journal
2932,apple cider vinegar may help improve concentration,uncertain,medical_source
2933,turmeric could help with digestion,uncertain,medical_source
2934,Eating fruits and vegetables supports immunity,reliable,tiktok
2935,ginger tea instantly lowers blood sugar,myth,blog
2936,Exercise helps maintain cardiovascular health,reliable,youtube
2937,honey may help improve concentration,uncertain,blog
2938,Certain herbal remedies may reduce stress,uncertain,forum
2939,Regular sleep supports brain function,reliable,social_media
2940,Vaccination reduces risk of infectious diseases,reliable,blog
2941,ginger tea may help improve concentration,uncertain,forum
2942,green tea could help with digestion,uncertain,youtube
2943,turmeric could help with digestion,uncertain,health_journal
2944,Drinking only juice detoxes the body completely,myth,forum
2945,Drinking only juice detoxes the body completely,myth,tiktok
2946,Green tea might support metabolism,uncertain,health_journal
2947,Intermittent fasting may improve some health markers,uncertain,health_journal
2948,Eating fruits and vegetables supports immunity,reliable,tiktok
2949,Certain herbal remedies may reduce stress,uncertain,tiktok
2950,Exercise helps maintain cardiovascular health,reliable,youtube
2951,lemon water could help with digestion,uncertain,forum
